# A creature's own attacks, as weapons. Kept out of the
# Purchase list by VISIBLE:EXPORT and given to the
# creature by AUTO:EQUIP.

Tentacle	KEY:Creature ~ Aboleth ~ Tentacle	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|9	BONUS:WEAPON|DAMAGE|5	SOURCEPAGE:SRD 5.2.1, p.258
Longbow (Humanoid or Hybrid Form Only)	KEY:Creature ~ Weretiger ~ Longbow (Humanoid or Hybrid Form Only)	TYPE:Weapon.Natural.Ranged.Piercing	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	RANGE:150	FACT:ShortRange|150	FACT:LongRange|600	SOURCEPAGE:SRD 5.2.1, p.339
Bite (Wolf or Hybrid Form Only)	KEY:Creature ~ Werewolf ~ Bite (Wolf or Hybrid Form Only)	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.339
Scratch	KEY:Creature ~ Werewolf ~ Scratch	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.339
Longbow (Humanoid or Hybrid Form Only)	KEY:Creature ~ Werewolf ~ Longbow (Humanoid or Hybrid Form Only)	TYPE:Weapon.Natural.Ranged.Piercing	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	RANGE:150	FACT:ShortRange|150	FACT:LongRange|600	SOURCEPAGE:SRD 5.2.1, p.339
Rend	KEY:Creature ~ White Dragon Wyrmling ~ Rend	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:1d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.339
Rend	KEY:Creature ~ Young White Dragon ~ Rend	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:2d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|7	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.340
Rend	KEY:Creature ~ Adult White Dragon ~ Rend	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|11	BONUS:WEAPON|DAMAGE|6	SOURCEPAGE:SRD 5.2.1, p.340
Rend	KEY:Creature ~ Ancient White Dragon ~ Rend	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|14	BONUS:WEAPON|DAMAGE|8	SOURCEPAGE:SRD 5.2.1, p.341
Necrotic Sword	KEY:Creature ~ Wight ~ Necrotic Sword	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:1d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.341
Necrotic Bow	KEY:Creature ~ Wight ~ Necrotic Bow	TYPE:Weapon.Natural.Ranged.Piercing	DAMAGE:1d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	RANGE:150	FACT:ShortRange|150	FACT:LongRange|600	SOURCEPAGE:SRD 5.2.1, p.341
Shock	KEY:Creature ~ Will-o’-Wisp ~ Shock	TYPE:Weapon.Natural.Melee.Lightning	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.341
Bite	KEY:Creature ~ Winter Wolf ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.342
Bite	KEY:Creature ~ Worg ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.342
Life Drain	KEY:Creature ~ Wraith ~ Life Drain	TYPE:Weapon.Natural.Melee.Necrotic	DAMAGE:4d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.342
Bite	KEY:Creature ~ Wyvern ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|7	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.343
Sting	KEY:Creature ~ Wyvern ~ Sting	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|7	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.343
Bite	KEY:Creature ~ Xorn ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:4d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.343
Claw	KEY:Creature ~ Xorn ~ Claw	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:1d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.343
Slam	KEY:Creature ~ Zombie ~ Slam	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:1d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|3	BONUS:WEAPON|DAMAGE|1	SOURCEPAGE:SRD 5.2.1, p.343
Slam	KEY:Creature ~ Ogre Zombie ~ Slam	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.344
Bite	KEY:Creature ~ Allosaurus ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:2d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.344
Claws	KEY:Creature ~ Allosaurus ~ Claws	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:1d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.344
Tail	KEY:Creature ~ Ankylosaurus ~ Tail	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:1d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.344
Fist	KEY:Creature ~ Ape ~ Fist	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.344
Rock (Recharge 6)	KEY:Creature ~ Ape ~ Rock (Recharge 6)	TYPE:Weapon.Natural.Ranged.Bludgeoning	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	RANGE:25	FACT:ShortRange|25	FACT:LongRange|50	SOURCEPAGE:SRD 5.2.1, p.344
Bite	KEY:Creature ~ Archelon ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:3d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.344
Rend	KEY:Creature ~ Black Bear ~ Rend	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.345
Beak	KEY:Creature ~ Blood Hawk ~ Beak	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.345
Gore	KEY:Creature ~ Boar ~ Gore	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|3	BONUS:WEAPON|DAMAGE|1	SOURCEPAGE:SRD 5.2.1, p.346
Bite	KEY:Creature ~ Brown Bear ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.346
Claw	KEY:Creature ~ Brown Bear ~ Claw	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.346
Bite	KEY:Creature ~ Camel ~ Bite	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.346
Bite	KEY:Creature ~ Constrictor Snake ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.346
Bite	KEY:Creature ~ Crocodile ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.347
Ram	KEY:Creature ~ Deer ~ Ram	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|2	SOURCEPAGE:SRD 5.2.1, p.347
Bite	KEY:Creature ~ Dire Wolf ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.347
Hooves	KEY:Creature ~ Draft Horse ~ Hooves	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.347
Talons	KEY:Creature ~ Eagle ~ Talons	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.348
Gore	KEY:Creature ~ Elephant ~ Gore	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:2d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|8	BONUS:WEAPON|DAMAGE|6	SOURCEPAGE:SRD 5.2.1, p.348
Ram	KEY:Creature ~ Elk ~ Ram	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.348
Fist	KEY:Creature ~ Giant Ape ~ Fist	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:3d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|9	BONUS:WEAPON|DAMAGE|6	SOURCEPAGE:SRD 5.2.1, p.349
Bite	KEY:Creature ~ Giant Badger ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:2d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|3	BONUS:WEAPON|DAMAGE|1	SOURCEPAGE:SRD 5.2.1, p.349
Bite	KEY:Creature ~ Giant Bat ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.349
Gore	KEY:Creature ~ Giant Boar ~ Gore	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.349
Bite	KEY:Creature ~ Giant Centipede ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.349
Bite	KEY:Creature ~ Giant Constrictor Snake ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.350
Claw	KEY:Creature ~ Giant Crab ~ Claw	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|3	BONUS:WEAPON|DAMAGE|1	SOURCEPAGE:SRD 5.2.1, p.350
Bite	KEY:Creature ~ Giant Crocodile ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:3d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|8	BONUS:WEAPON|DAMAGE|5	SOURCEPAGE:SRD 5.2.1, p.350
Tail	KEY:Creature ~ Giant Crocodile ~ Tail	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:3d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|8	BONUS:WEAPON|DAMAGE|5	SOURCEPAGE:SRD 5.2.1, p.350
Rend	KEY:Creature ~ Giant Eagle ~ Rend	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.350
Ram	KEY:Creature ~ Giant Elk ~ Ram	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.351
Bite	KEY:Creature ~ Giant Frog ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|3	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.351
Ram	KEY:Creature ~ Giant Goat ~ Ram	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.351
Bite	KEY:Creature ~ Giant Hyena ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.352
Bite	KEY:Creature ~ Giant Lizard ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.352
Tentacles	KEY:Creature ~ Giant Octopus ~ Tentacles	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.352
Talons	KEY:Creature ~ Giant Owl ~ Talons	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:1d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.352
Bite	KEY:Creature ~ Giant Rat ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.353
Claw	KEY:Creature ~ Giant Scorpion ~ Claw	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.353
Sting	KEY:Creature ~ Giant Scorpion ~ Sting	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.353
Ram	KEY:Creature ~ Giant Seahorse ~ Ram	TYPE:Weapon.Natural.Melee.Bludgeoning	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.353
Bite	KEY:Creature ~ Giant Shark ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:3d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|9	BONUS:WEAPON|DAMAGE|6	SOURCEPAGE:SRD 5.2.1, p.353
Bite	KEY:Creature ~ Giant Spider ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.353
Bite	KEY:Creature ~ Giant Toad ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.354
Bite	KEY:Creature ~ Giant Venomous Snake ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.354
Gouge	KEY:Creature ~ Giant Vulture ~ Gouge	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:2d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.354
Sting	KEY:Creature ~ Giant Wasp ~ Sting	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|4	BONUS:WEAPON|DAMAGE|2	SOURCEPAGE:SRD 5.2.1, p.354
Bite	KEY:Creature ~ Giant Weasel ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.355
Bite	KEY:Creature ~ Giant Wolf Spider ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d4	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.355
Bite	KEY:Creature ~ Hippopotamus ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:2d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|7	BONUS:WEAPON|DAMAGE|5	SOURCEPAGE:SRD 5.2.1, p.355
Bite	KEY:Creature ~ Hunter Shark ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:3d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.356
Bite	KEY:Creature ~ Hyena ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|2	SOURCEPAGE:SRD 5.2.1, p.356
Bite	KEY:Creature ~ Killer Whale ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:5d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|6	BONUS:WEAPON|DAMAGE|4	SOURCEPAGE:SRD 5.2.1, p.356
Rend	KEY:Creature ~ Lion ~ Rend	TYPE:Weapon.Natural.Melee.Slashing	DAMAGE:1d8	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|5	BONUS:WEAPON|DAMAGE|3	SOURCEPAGE:SRD 5.2.1, p.356
Gore	KEY:Creature ~ Mammoth ~ Gore	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:2d10	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|10	BONUS:WEAPON|DAMAGE|7	SOURCEPAGE:SRD 5.2.1, p.357
Bite	KEY:Creature ~ Mastiff ~ Bite	TYPE:Weapon.Natural.Melee.Piercing	DAMAGE:1d6	CRITRANGE:1	WIELD:OneHanded	SIZE:M	WT:0	COST:0	VISIBLE:EXPORT	BONUS:WEAPON|TOHIT|3	BONUS:WEAPON|DAMAGE|1	SOURCEPAGE:SRD 5.2.1, p.357
